Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
ERR315326_1	28.0	21.5	15.0	10.5	5.0	5.0	5.5	9.0	15.5	18.0	22.0	37.0	46.5	60.0	99.5	159.0	287.5	506.5	868.0	1561.5	2653.0	4237.5	6565.0	9810.5	14120.5	19519.5	26092.5	33656.0	42023.0	51512.5	61624.5	71032.5	80432.5	90816.5	101565.0	115230.5	130588.5	145367.0	159549.0	174247.0	188819.5	204200.5	219443.0	234412.0	252753.5	265465.5	270883.5	276404.0	297515.0	297888.5	280578.5	285755.5	297889.0	299520.5	291052.0	289165.0	288729.5	285773.5	280581.0	272322.5	260577.0	244569.0	224867.0	201900.0	179368.0	157329.0	136233.0	118845.5	101144.5	83851.5	68669.0	54026.0	43172.0	36073.0	30382.5	25082.5	21316.0	18134.0	14233.5	11024.5	8549.5	6675.0	4661.5	2950.0	1895.0	1252.0	948.5	550.0	194.0	97.5	57.5	31.0	17.0	9.0	4.0	1.5	0.5	0.5	0.0	1.5	2.0
ERR315326_2	34.0	28.5	26.0	27.0	26.0	28.5	33.0	42.5	53.5	67.0	81.0	84.5	99.0	126.5	176.5	264.5	397.0	609.0	965.5	1607.0	2724.5	4341.5	6590.5	9821.5	14147.5	19577.5	26153.0	33547.0	41730.5	51106.5	60936.0	70264.0	79999.5	90466.0	101128.0	115024.0	130812.5	145592.0	159543.5	173407.5	186248.0	199337.5	211730.0	223463.5	238214.5	249421.5	257154.0	265514.0	285407.5	292091.5	284913.0	292187.0	302983.0	306769.5	301953.0	298421.0	295338.5	290733.5	284193.5	274081.0	261928.5	245196.0	225406.5	203451.0	180878.0	159009.0	138658.0	121832.5	103691.5	86338.5	71339.0	56837.5	45818.0	38183.0	32183.0	26861.5	22714.0	19196.0	15265.5	11947.0	9368.5	7312.0	5327.0	3654.0	2516.0	1746.0	1275.0	806.0	463.5	300.0	197.5	147.5	109.0	82.0	64.5	50.0	44.5	34.5	33.5	34.0	72.5
ERR315327_1	7.0	4.0	0.5	2.5	3.5	2.5	3.5	8.0	9.0	7.5	14.0	22.5	26.5	39.5	66.5	101.0	183.5	305.0	503.0	927.5	1695.0	2678.5	4255.5	6526.5	9271.0	12965.5	17590.0	22574.0	28306.5	34320.5	41372.5	49615.5	60242.0	72477.0	82871.0	92082.0	102697.0	119058.0	139497.0	152970.0	167866.0	190010.5	220332.0	250607.5	271218.0	284038.0	281070.5	263527.0	249865.5	233530.0	216019.0	211752.0	205692.0	197002.0	191964.0	185899.0	174733.0	159416.5	144126.5	135734.5	125349.0	109536.0	94943.0	84933.0	75192.5	64282.5	53601.5	43221.0	35758.5	29578.5	24185.0	19264.0	15392.5	12464.5	10189.0	8243.0	6652.0	5455.5	4485.5	3722.5	3019.5	2464.0	1974.0	1504.5	1104.5	861.0	641.0	446.5	312.5	196.5	137.5	94.0	60.5	40.0	22.0	11.0	6.0	2.5	2.0	0.5	0.0
ERR315327_2	17.0	16.0	21.5	37.0	44.5	52.5	67.0	79.5	113.5	140.0	152.0	191.5	225.0	225.5	253.5	289.0	367.0	489.0	702.0	1139.0	1892.5	2968.0	4522.5	6699.0	9677.5	13400.5	17738.0	22858.5	28943.0	35250.5	42124.0	49990.5	60619.0	72946.0	83009.5	92460.5	103362.5	119441.5	139531.0	153315.5	168295.0	189551.0	219646.5	248727.0	267869.5	279939.5	276865.0	259961.0	247264.5	231814.5	213488.0	209200.5	204044.0	195675.0	190645.5	184773.0	174227.5	159514.5	145068.5	136412.5	125647.5	110138.5	95522.5	84199.5	74762.0	64395.5	53797.0	44527.5	37250.5	31185.0	25997.5	21157.0	17121.0	14077.0	11526.5	9389.5	7752.0	6414.0	5281.0	4401.5	3603.5	2926.5	2352.5	1865.5	1474.5	1094.0	795.5	597.0	444.0	332.0	242.0	172.5	113.0	58.5	34.5	25.0	11.0	8.0	9.0	3.0	0.5
ERR315336_1	49.0	36.0	16.0	11.0	18.5	21.0	18.5	19.5	25.5	35.5	44.0	69.0	96.0	136.5	225.5	381.0	686.5	1150.0	2048.5	3432.5	5671.5	9337.0	14534.5	21406.0	30642.5	42289.0	56319.0	72065.5	89436.0	108831.5	129762.5	151187.0	174043.0	196587.5	219344.5	247569.0	277445.5	308226.5	339914.5	370497.0	397079.5	421120.5	449166.5	475491.5	497409.5	519225.5	533560.0	539032.0	550632.0	557095.0	553688.0	551442.0	550589.0	549594.0	542506.0	532216.0	516982.5	493923.5	475161.5	461713.5	439415.0	412981.5	384684.0	354374.0	326162.5	294152.0	255996.0	218106.5	182270.5	145789.5	110006.5	79265.0	55360.0	36312.5	22746.5	13897.0	7992.0	4123.0	2181.0	1125.0	564.0	308.0	181.5	119.0	67.5	42.5	28.0	17.5	13.0	11.5	10.5	7.0	4.5	3.0	3.0	3.0	1.5	0.0	0.0	0.5	1.0
ERR315336_2	25.0	25.0	27.0	29.0	35.0	53.5	64.5	66.5	79.0	112.5	144.5	166.5	203.5	283.0	387.5	504.0	811.5	1321.5	2177.5	3562.0	5790.5	9405.0	14404.0	21380.5	30849.5	42135.0	56348.5	72636.0	89631.0	108346.5	128612.0	150095.5	172726.5	194917.5	217998.0	245775.0	274969.5	305775.0	338015.5	368748.5	394740.5	418880.0	447139.0	473408.5	494822.5	515494.0	531152.0	537637.0	548916.0	556786.0	554907.0	553771.0	551654.0	547713.0	538903.0	527887.5	513391.5	491920.5	474439.5	461225.0	438649.5	412419.0	384956.0	355193.0	327289.0	295801.0	258259.0	221482.5	186029.0	148955.0	113618.0	83822.5	59863.0	40346.5	26303.5	16586.0	10068.5	5890.5	3406.5	2000.5	1288.0	884.0	623.0	436.5	307.0	252.0	204.5	145.5	102.5	92.0	85.5	70.5	63.0	58.5	51.5	56.0	51.0	46.5	51.5	54.0	158.0
ERR315353_1	29.0	24.0	19.5	14.5	7.5	10.0	16.0	14.5	24.5	41.5	39.0	47.5	76.5	114.5	170.0	274.0	492.5	873.0	1527.5	2695.0	4679.0	7578.0	11685.0	17345.0	25187.0	34851.5	46015.5	59276.5	73977.0	90427.5	107213.0	123887.0	141600.0	159049.0	176481.5	199408.5	224948.0	248293.0	270839.0	293848.5	316552.0	337667.0	357256.0	378398.0	403498.0	421546.5	432152.5	441270.5	453257.0	457436.5	456514.5	464771.5	476590.5	483020.0	480814.0	477918.5	472814.0	464057.5	453717.0	436385.5	413073.5	383452.0	347202.0	306797.5	266519.0	224560.5	180307.0	143787.5	110643.0	80290.5	55134.5	34166.5	19682.5	10864.5	5456.5	2614.5	1304.0	624.5	310.5	169.5	98.5	64.5	47.5	32.0	21.5	18.5	12.5	4.0	5.5	6.5	2.5	1.5	2.0	1.5	0.0	1.0	1.0	0.0	0.0	0.0	0.0
ERR315353_2	220.0	382.5	474.5	371.0	353.5	351.5	321.0	306.0	321.0	335.5	347.5	363.0	393.0	455.0	541.5	706.0	1004.5	1530.5	2433.0	3871.0	6336.0	9812.5	14691.5	21285.5	29817.0	40611.5	52977.5	66811.5	81813.5	98325.5	115956.0	133559.0	152234.0	170996.0	190660.0	214246.0	238738.5	262518.0	286227.0	308923.0	331140.0	351421.5	369249.0	387921.5	408661.5	425634.5	436893.0	446214.0	457396.5	465491.0	468986.0	474942.0	483219.0	487046.5	483125.0	476681.0	466935.5	452817.5	436753.5	414492.0	385678.0	351758.5	314291.5	275949.5	238350.5	198080.0	157956.5	125565.0	96114.5	69831.0	48533.5	30962.5	18644.0	11103.5	6205.5	3513.5	2095.0	1297.0	839.0	573.0	398.0	297.5	242.5	180.5	148.5	127.0	103.0	89.0	66.5	55.0	58.0	55.5	42.0	35.0	42.5	34.0	23.0	21.5	20.5	23.5	39.5
ERR315361_1	80.0	50.5	16.5	12.0	12.0	13.0	17.0	24.0	34.0	44.0	55.5	80.5	100.5	129.0	192.5	336.0	618.5	1014.0	1709.0	2873.0	4793.0	7585.5	11507.5	16703.5	23358.0	31722.0	41514.0	52273.5	62805.5	73618.0	85604.0	97118.5	108062.0	118485.5	128580.0	139571.5	151021.5	164054.5	176059.0	187061.5	197014.5	209622.0	217393.0	220675.0	230205.0	235672.0	236204.0	247838.5	290970.5	283415.5	237494.0	238711.5	246316.0	233397.5	214187.5	209227.5	204989.0	195781.5	189823.5	183162.0	173473.0	162676.0	147901.0	131916.0	117962.0	102232.0	86383.5	71437.0	56812.0	43345.5	31169.5	20662.0	13450.0	8254.5	4554.5	2487.0	1359.0	750.5	440.0	247.0	130.5	81.5	44.5	29.0	24.5	16.5	12.0	10.0	5.0	2.0	3.0	2.5	2.0	2.5	2.0	1.5	1.0	0.5	0.5	0.0	0.0
