	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
ERR315326_1	32.1587416537685	32.175509325222436	31.564604747959436	35.70499075579318	35.7701153587284	35.74914341495586	35.774173427172535	35.77109460586271	35.79379275737433	35.80580624092417	35.75863061169811	37.20709385981303	37.117395619372104	37.09259726742226	37.09532412909347	37.02788036150616	36.90886460052353	36.7197532479407	36.5943374237397	36.46365359155397	36.32278826502117	36.30635069094426	36.35683458136103	36.25510703000379	36.12500163682297	35.94105256769416	35.928850806802856	35.71223433793841	35.58887834869783	35.39394030486696	35.169431161032975	35.01513215794072	34.80043723384547	34.58241708253357	34.37879977777922	34.15382281570672	33.857515898248025	33.640091778229674	33.23054984612725	32.900734628922834	32.540007881800776	32.1616376063693	31.987605350196425	31.792444926173307	31.586965742405397	31.425535713655385	31.26590778429736	31.081687998882295	31.14815696010718	31.06892846565524	30.916279095453483	30.719338092702138	30.506316428681146	30.261281297051546	28.305021021361593
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
ERR315326_2	29.366530722113918	29.48551368970414	29.507290324116	33.022721038566736	32.9720734658528	32.8967766486451	32.89141652311017	32.81984061728096	32.765483292051236	32.839119431371685	32.736705951556644	33.94545223397584	33.82497101827013	33.68284519571677	33.60794645385577	33.37615575358362	33.3714504141703	33.1833931186482	33.02967449028194	32.893691223110416	32.94084322515272	32.79135682319477	32.64407896512252	32.541094675320934	32.389781180395886	32.20117140730452	31.952736352397796	31.88129987541927	31.674778248917107	31.41873694882762	31.216237807661514	31.02782177747702	30.798967793814278	30.594629945354594	30.234316076152176	29.976021141262436	29.740045412016524	29.517248470410284	29.283614052742934	29.09656299058431	28.86169250114179	28.587748741582033	28.43582805650074	28.408078470033388	28.200533758007765	27.981144994959724	27.794219356140452	27.602512429321983	27.435667220852224	27.248575736282824	27.01480228829559	26.663990532274333	26.351576536646558	26.04494095310579	23.687617602172196
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
ERR315327_1	32.40541480238947	32.62148936270884	32.738735246288535	36.21769226589891	36.07024806939933	36.07968460370129	36.075213438426275	36.0858847478998	37.86631454037501	37.85962851345175	37.80607601405177	39.20209792674265	39.13330212132351	39.067201839240695	38.977369987621245	38.86471796367823	38.74935385592321	38.52373760636027	38.338355399555326	38.32889104691738	38.236728328741265	38.37942896869352	38.407643940309846	38.32544263377805	38.17901849731712	38.040602696893856	37.91474626332853	37.723162851802016	37.535683256673835	37.322008415332164	37.08704137067876	36.84463500140561	36.53165979529294	36.18196283568207	35.823340432311625	35.45475678045426	35.09085117744982	34.608936195831944	34.10127138769118	33.61695423973467	33.152075337601204	32.63612629426644	31.313198242272744	31.716138844333322	31.490656057520162	31.004084482246924	30.654117252409876	30.2300505412665	29.866099254191226	29.415682623623134	29.040062074862814	28.572134413631083	27.98276690796014	27.37914221957037	26.125551329235144
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
ERR315327_2	32.12815882915642	32.27930098803224	32.343457249743885	35.75461323457743	35.74951864489299	35.71473609862277	35.71710563348225	35.70913017365984	37.39432711524182	37.38698258506904	37.29549191220631	38.630612063759955	38.519975931020966	38.458250306613536	38.3675596760412	38.254051728399716	38.103130566216535	37.91116446901812	37.72254293527661	37.514791849504924	37.50992502754505	37.71826184836772	37.77213633888836	37.69619986846251	37.53517183981664	37.380829430200535	37.249472471349975	37.054291112930855	36.8757656772639	35.98705753957668	35.91296907139458	36.181354992803946	36.021312761143605	35.7067160968313	35.36208688751326	34.98448691322686	34.58361441273698	34.134688061822295	33.671721445946524	33.17126958153881	32.617064289398144	32.06015776341231	31.56260797960402	31.095987127534098	30.616282194421288	30.05521474694859	29.577745559630685	29.1411809919676	28.689114595391686	28.287226766427622	27.77830083319587	27.339274220429886	26.755934238432673	26.000025697289843	24.557401708682143
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
ERR315336_1	32.47240950946822	32.56957849997193	31.84347871449874	36.129951383685714	36.22242470206644	36.294022414268596	36.35441287014417	36.302142583449466	36.343933821286235	36.36051480332602	36.337277998921266	38.338590389247784	38.31294095143494	38.31151516575186	38.29159946941834	38.24564881546546	38.20086195114451	38.104125614110444	38.034755234429724	37.958560235906276	37.90584518437347	37.8364822179485	37.74565589314173	37.657369630423275	37.53266396413326	37.3831110475205	37.298937219791135	37.16246442857526	37.019678594178245	36.83322276497966	36.91407856586754	36.79675088898055	36.633275023856655	36.449640045248316	36.248813207920165	36.02360145726914	35.789517839405086	35.595809100427346	35.38255978195876	35.15030458413771	34.91204214756223	34.6799335369589	34.49987919138769	34.32451588084122	34.127188161244106	34.01313116398488	33.896841922540936	33.79703082328019	33.68146237604914	33.5838100595745	33.69237584779579	33.653698757013615	33.55778108137132	33.4347741184022	32.40895576208269
